bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018
10000482,309d83eb,Gemeindewerke Heikendorf AöR,Gemeindewerke Heikendorf AöR,7.0,7.0,14.0,,,,,,,7.0,28.0,35.0,,,,,,
10000483,28241647,Gemeindewerke Markt Lichtenau,Gemeindewerke Markt Lichtenau,14.0,14.0,28.0,,,,,,,14.0,14.0,28.0,14.0,14.0,28.0,,,
10000484,e0f3b06b,STADTWERKE KELHEIM GmbH & Co KG,STADTWERKE KELHEIM GmbH & Co KG,8.0,8.0,16.0,86.0,86.0,172.0,,,,5.0,7.0,12.0,30.0,180.0,210.0,,,
10000487,a6c828db,Stadtwerke Grevesmühlen GmbH,Stadtwerke Grevesmühlen GmbH,30.0,30.0,60.0,,,,,,,20.0,30.0,50.0,,,,,,
10000488,06635360,Technische Werke Naumburg GmbH,Technische Werke Naumburg GmbH,28.0,56.0,84.0,56.0,356.0,412.0,,,,28.0,70.0,98.0,56.0,365.0,421.0,,,
10000490,7c0a3ac9,Stadtwerke Fröndenberg Wickede GmbH,Stadtwerke Fröndenberg Wickede GmbH,10.0,30.0,40.0,21.0,60.0,81.0,,,,5.0,21.0,26.0,10.0,21.0,31.0,,,
10000492,3983e20c,LokalWerke GmbH,LokalWerke GmbH,14.0,42.0,56.0,28.0,178.0,206.0,,,,14.0,42.0,56.0,28.0,178.0,206.0,,,
10000495,8abc0aa9,"GGEW, Gruppen-Gas- und Elektrizitätswerk Bergstraße Aktiengesellschaft","GGEW, Gruppen-Gas- und Elektrizitätswerk Bergstraße AG",,,,,,,,,,,,,,,,,,
10000497,511c0380,Stromversorgung Sulz GmbH,Stromversorgung Sulz am Neckar GmbH,14.0,90.0,104.0,30.0,180.0,210.0,,,,7.0,14.0,21.0,7.0,28.0,35.0,,,
10000500,7983d7d4,Energieversorgung Inselsberg GmbH,Energieversorgung Inselsberg GmbH,18.0,49.0,67.0,,,,,,,38.0,40.0,78.0,,,,,,
10000503,134b76f8,Gemeindewerke Lam,Gemeindewerke Lam,14.0,28.0,42.0,,,,,,,14.0,28.0,42.0,,,,,,
10000505,8e5a2cfb,Stadtwerke Heide GmbH,Stadtwerke Heide GmbH,2.0,14.0,16.0,,,,,,,5.0,30.0,35.0,,,,,,
10000509,4d6db7ab,Licht- Kraft- und Wasserwerke Kitzingen GmbH,"Licht-, Kraft- und Wasserwerke Kitzingen GmbH",10.0,14.0,24.0,30.0,100.0,130.0,,,,7.0,7.0,14.0,10.0,100.0,110.0,,,
10000511,d4dc12dd,Rheinhessische Energie- und Wasserversorgungs-GmbH,Rheinhessische Energie- und Wasserversorgungs-GmbH,15.0,15.0,30.0,20.0,20.0,40.0,,,,15.0,15.0,30.0,,,,,,
10000514,a09612c8,Stadtwerke Fürstenfeldbruck GmbH,Stadtwerke Fürstenfeldbruck GmbH,10.0,91.0,101.0,42.0,547.0,589.0,,,,15.0,30.0,45.0,42.0,182.0,224.0,,,
10000517,23118dbe,Stadtwerke Bad Nauheim GmbH,Stadtwerke Bad Nauheim GmbH,,,,,,,,,,,,,,,,,,
10000519,9e8a1981,KEW Karwendel Energie & Wasser GmbH,KEW Karwendel Energie und Wasser GmbH,5.0,30.0,35.0,,,,,,,5.0,30.0,35.0,,,,,,
10000521,02163877,Stadtwerke Bexbach GmbH,Stadtwerke Bexbach GmbH,14.0,30.0,44.0,,,,,,,7.0,14.0,21.0,,,,,,
10000523,271adeae,Energie Waldeck-Frankenberg GmbH,Energie Waldeck-Frankenberg GmbH,2.0,0.0,2.0,79.0,0.0,79.0,,,,4.0,0.0,4.0,60.0,28.0,88.0,,,
10000529,cf248539,Gemeindewerke Bayerisch Gmain,Gemeindewerke Bayerisch Gmain,10.0,30.0,40.0,,,,,,,10.0,30.0,40.0,,,,,,
10000530,c3403cb4,Stadtwerke Blankenburg GmbH,Stadtwerke Blankenburg GmbH,10.0,20.0,30.0,,,,,,,30.0,300.0,330.0,30.0,300.0,330.0,,,
10000533,c235c9e9,Stadtwerke Waldkirch GmbH,Stadtwerke Waldkirch GmbH,15.0,15.0,30.0,15.0,50.0,65.0,,,,15.0,15.0,30.0,,,,,,
10000534,4621273b,Stadtwerke Traunstein GmbH & Co. KG,Stadtwerke Traunstein GmbH & Co. KG,3.0,5.0,8.0,10.0,30.0,40.0,,,,3.0,5.0,8.0,10.0,30.0,40.0,,,
10000536,4285be6d,Stadtwerke Waren GmbH,Stadtwerke Waren GmbH,,,,,,,,,,,,,,,,,,
10000538,c8a666b6,Stadtwerke Speyer GmbH,Stadtwerke Speyer GmbH,14.0,21.0,35.0,15.0,30.0,45.0,,,,14.0,21.0,35.0,15.0,30.0,45.0,,,
10000540,5be8896e,Stadtwerke Brandenburg an der Havel GmbH & Co. KG,StWB Stadtwerke Brandenburg an der Havel GmbH & Co. KG,14.0,0.0,14.0,90.0,90.0,180.0,,,,9.0,11.0,20.0,30.0,60.0,90.0,,,
10000542,c155b894,Rothmoser GmbH & Co. KG,Rothmoser GmbH & Co. KG,19.0,1.0,20.0,,,,,,,19.0,2.0,21.0,,,,,,
10000543,382e84b7,Elektroenergieversorgung Cottbus GmbH,Elektroenergieversorgung Cottbus GmbH,40.0,40.0,80.0,,,,,,,30.0,30.0,60.0,,,,,,
10000546,dc4f129a,Elektrizitäts-Werk Ottersberg,Elektrizitäts-Werk Ottersberg,14.0,14.0,28.0,30.0,10.0,40.0,,,,7.0,14.0,21.0,30.0,365.0,395.0,,,
10000551,738ac62b,Stadtwerke Eilenburg GmbH,Stadtwerke Eilenburg GmbH,50.0,20.0,70.0,100.0,365.0,465.0,,,,30.0,30.0,60.0,,,,,,
10000554,885d469c,Stadtwerke Furth im Wald GmbH & Co. KG,Stadtwerke Furth im Wald GmbH & Co. KG,14.0,14.0,28.0,,,,,,,14.0,14.0,28.0,,,,,,
10000555,fbe0c74e,Stadtwerke Freudenstadt GmbH & Co. KG,Stadtwerke Freudenstadt GmbH & Co. KG,56.0,14.0,70.0,90.0,90.0,180.0,,,,50.0,14.0,64.0,,,,,,
10000557,90aef49a,Energieversorgung Limburg GmbH,Energieversorgung Limburg GmbH,2.0,23.0,25.0,4.0,385.0,389.0,,,,2.0,13.0,15.0,31.0,268.0,299.0,,,
10000564,3e885bd2,Hertener Stadtwerke GmbH,Hertener Stadtwerke GmbH,10.0,30.0,40.0,,,,,,,10.0,30.0,40.0,,,,,,
10000566,f9835458,Gemeindewerke Schönkirchen GmbH,Gemeindewerke Schönkirchen GmbH,5.0,5.0,10.0,5.0,5.0,10.0,,,,5.0,5.0,10.0,5.0,15.0,20.0,,,
10000569,5e0642a0,GWS Gemeindewerke Sinzheim GmbH & Co. KG,Gemeindewerke Sinzheim,14.0,21.0,35.0,21.0,183.0,204.0,,,,7.0,21.0,28.0,14.0,84.0,98.0,,,
10000570,cacbad99,Stadtwerke Weißwasser GmbH,Stadtwerke Weißwasser GmbH,,,,,,,,,,,,,,,,,,
10000572,378ecd84,E-Werk Schweiger oHG,Elektrizitätswerk Schweiger oHG,3.0,3.0,6.0,10.0,10.0,20.0,,,,5.0,5.0,10.0,10.0,10.0,20.0,,,
10000573,273f33b2,Stadtwerke Herborn GmbH,Stadtwerke Herborn GmbH,3.0,5.0,8.0,,,,,,,3.0,5.0,8.0,14.0,30.0,44.0,,,
10000575,eb03bbae,Energieversorgung Beckum GmbH & Co. KG,Energieversorgung Beckum GmbH & Co. KG,20.0,20.0,40.0,,,,,,,,,,,,,,,
10000577,9ab37c7f,SWN Stadtwerke Neustadt GmbH,SWN Stadtwerke Neustadt GmbH,5.0,5.0,10.0,10.0,10.0,20.0,,,,5.0,5.0,10.0,,,,,,
10000580,f9e563e2,Stadtwerke Eberbach GmbH,Stadtwerke Eberbach GmbH,14.0,14.0,28.0,14.0,14.0,28.0,,,,14.0,14.0,28.0,,,,,,
10000582,340a3fa5,Stadtwerke Peine GmbH,Stadtwerke Peine GmbH,7.0,30.0,37.0,49.0,420.0,469.0,,,,7.0,20.0,27.0,60.0,210.0,270.0,,,
10000583,9afd4c89,Müller-Mühle GmbH & Co. KG,Müller - Mühle GmbH & Co. KG,14.0,62.0,76.0,,,,,,,14.0,20.0,34.0,,,,,,
10000589,778a1b07,Stadt Langenzenn -Stadtwerke-,Stadtwerke Langenzenn,18.0,59.0,77.0,,,,,,,18.0,59.0,77.0,,,,,,
10000591,f50e9859,Stadtwerke Forchheim GmbH,Stadtwerke Forchheim GmbH,9.0,60.0,69.0,,,,,,,8.0,14.0,22.0,,,,,,
10000593,0e7bd422,Stadtwerke Riesa GmbH,Stadtwerke Riesa GmbH,30.0,75.0,105.0,,,,,,,21.0,30.0,51.0,42.0,360.0,402.0,,,
10000596,7e1855f6,Teutoburger Energie Netzwerk eG (TEN eG),Teutoburger Energie Netzwerk eG (TEN eG),10.0,180.0,190.0,10.0,270.0,280.0,,,,10.0,14.0,24.0,,,,,,
10000600,9d944aba,Stadtwerke Winsen (Luhe) GmbH,Stadtwerke Winsen (Luhe) GmbH,5.0,10.0,15.0,0.0,30.0,30.0,,,,5.0,7.0,12.0,,,,,,
10000602,cdac4a36,Stadtwerke Waldkraiburg GmbH,Stadtwerke Waldkraiburg GmbH,40.0,60.0,100.0,40.0,80.0,120.0,,,,40.0,60.0,100.0,,,,,,
10000603,fdb1c4d2,Stadtwerke Görlitz AG,Stadtwerke Görlitz AG,9.0,22.0,31.0,,,,,,,11.0,30.0,41.0,,,,,,
10000604,772a488f,Stadtwerke Schwabach GmbH,Stadtwerke Schwabach GmbH,5.0,150.0,155.0,,,,,,,5.0,84.0,89.0,,,,,,
10000606,b3ff2b42,Stadtwerke Hollfeld,Stadtwerke Hollfeld,14.0,14.0,28.0,,,,,,,14.0,14.0,28.0,,,,,,
10000614,936e2090,Stadtwerke Soltau GmbH & Co. KG,Stadtwerke Soltau GmbH & Co. KG,14.0,14.0,28.0,35.0,35.0,70.0,,,,14.0,14.0,28.0,42.0,28.0,70.0,,,
10000616,355f3613,Stadtwerke Schneverdingen-Neuenkirchen GmbH,Stadtwerke Schneverdingen-Neuenkirchen GmbH,7.0,7.0,14.0,27.0,7.0,34.0,,,,14.0,14.0,28.0,28.0,0.0,28.0,,,
10000618,a6e1d1cc,Stadtwerke Oberkirch GmbH,Stadtwerke Oberkirch GmbH,,,,,,,,,,,,,,,,,,
10000619,fd411ec5,Stadtwerke Lippstadt GmbH,Stadtwerke Lippstadt GmbH,14.0,2.0,16.0,45.0,2.0,47.0,,,,27.0,2.0,29.0,27.0,2.0,29.0,,,
10000621,183eed4d,Stadtwerke Landau a.d.Isar,Stadtwerke Landau a.d. Isar,30.0,30.0,60.0,,,,,,,30.0,30.0,60.0,,,,,,
10000623,b6c3277d,Stadtwerke Herne AG,Stadtwerke Herne AG,4.0,1.0,5.0,10.0,40.0,50.0,,,,15.0,40.0,55.0,20.0,80.0,100.0,,,
10000626,dabe5129,Stadtwerke Haslach,Stadtwerke Haslach i.K.,10.0,15.0,25.0,,,,,,,10.0,15.0,25.0,,,,,,
10000628,fc295fe3,Stadtwerke Detmold GmbH,Stadtwerke Detmold GmbH,5.0,10.0,15.0,40.0,100.0,140.0,,,,5.0,10.0,15.0,40.0,100.0,140.0,,,
10000631,1dbbe9b3,HEWA GmbH,HEWA GmbH,10.0,2.0,12.0,10.0,20.0,30.0,,,,10.0,10.0,20.0,,,,,,
10000634,1a13666a,Energieversorgung Dahlenburg-Bleckede AG,Energieversorgung Dahlenburg-Bleckede AG,3.0,5.0,8.0,10.0,30.0,40.0,,,,3.0,5.0,8.0,10.0,30.0,40.0,,,
10000635,f80aa9ea,Stadtwerke Güstrow GmbH,Stadtwerke Güstrow GmbH,35.0,14.0,49.0,35.0,35.0,70.0,,,,,,,,,,,,
10000641,a48f241b,Energieversorgung Trossingen GmbH,Energieversorgung Trossingen GmbH,5.0,25.0,30.0,30.0,50.0,80.0,,,,5.0,10.0,15.0,,,,,,
10000643,013fe02a,Stadtwerke Brühl GmbH,Stadtwerke Brühl GmbH,,,,,,,,,,,,,,,,,,
10000645,a26ec6bc,Gemeinde-Elektrizitäts- und Wasserwerk Burtenbach,Gemeinde-Elektrizitäts- und Wasserwerk Burtenbach,30.0,0.0,30.0,,,,,,,,,,,,,,,
10000646,23aeebda,Stadtwerke Bebra GmbH,Stadtwerke Bebra GmbH,20.0,90.0,110.0,20.0,90.0,110.0,,,,14.0,14.0,28.0,,,,,,
10000651,f6f1a4bc,Stadtwerke Bad Kissingen GmbH,Stadtwerke Bad Kissingen GmbH,14.0,21.0,35.0,,,,,,,12.0,18.0,30.0,,,,,,
10000656,17c6019d,Sömmerdaer Energieversorgung GmbH,Sömmerdaer Energieversorgung GmbH,21.0,14.0,35.0,,,,,,,21.0,14.0,35.0,,,,,,
10000658,1b1b0792,Energie- und Wasserversorgung Kirchzarten GmbH,Energie- und Wasserversorgung Kirchzarten GmbH,3.0,45.0,48.0,,,,,,,3.0,45.0,48.0,,,,,,
10000663,90f0f015,Stadtwerke Torgau GmbH,Stadtwerke Torgau GmbH,42.0,180.0,222.0,120.0,180.0,300.0,,,,30.0,60.0,90.0,120.0,0.0,120.0,,,
10000664,f7419838,Stadtwerke Bad Vilbel GmbH,Stadtwerke Bad Vilbel GmbH,10.0,5.0,15.0,,,,,,,10.0,5.0,15.0,,,,,,
10000667,ba968f2c,Stadtwerke Staßfurt GmbH,Stadtwerke Staßfurt GmbH,21.0,35.0,56.0,42.0,90.0,132.0,,,,14.0,14.0,28.0,,,,,,
10000668,351bd33a,Stadtwerke Eschwege GmbH,Stadtwerke Eschwege GmbH,10.0,20.0,30.0,7.0,35.0,42.0,,,,10.0,10.0,20.0,,,,,,
10000670,ed425768,Stadtwerk Haßfurt GmbH,Stadtwerk Haßfurt GmbH,14.0,31.0,45.0,14.0,45.0,59.0,,,,7.0,14.0,21.0,21.0,60.0,81.0,,,
10000676,cbf24d1a,Stadtwerke Rotenburg (Wümme) GmbH,Stadtwerke Rotenburg (Wümme) GmbH,20.0,0.0,20.0,27.0,0.0,27.0,,,,3.0,0.0,3.0,,,,,,
10000684,14765b41,Stadtwerke Einbeck GmbH,Stadtwerke Einbeck GmbH,5.0,50.0,55.0,30.0,80.0,110.0,,,,3.0,10.0,13.0,60.0,90.0,150.0,,,
10000686,04f56f29,Stadtwerke Hünfeld GmbH,Stadtwerke Hünfeld GmbH,20.0,120.0,140.0,30.0,180.0,210.0,,,,20.0,120.0,140.0,30.0,180.0,210.0,,,
10000691,e7919d3a,Gemeindewerke Bovenden GmbH & Co. KG,Gemeindewerke Bovenden GmbH & Co. KG,10.0,30.0,40.0,20.0,50.0,70.0,,,,7.0,21.0,28.0,30.0,90.0,120.0,,,
10000697,7dccb68e,Versorgungsbetriebe Bordesholm GmbH,Versorgungsbetriebe Bordesholm GmbH,28.0,28.0,56.0,42.0,168.0,210.0,,,,28.0,28.0,56.0,,,,,,
10000698,ae25ec8e,TraveNetz GmbH,TraveNetz GmbH,17.0,37.0,54.0,32.0,441.0,473.0,,,,,,,,,,,,
10000701,24606857,Alliander Netz Heinsberg GmbH,Alliander Netz Heinsberg GmbH,5.0,20.0,25.0,30.0,20.0,50.0,,,,10.0,60.0,70.0,,,,,,
10000702,572b1a17,Stadtwerke Langen GmbH,Stadtwerke Langen GmbH,30.0,77.0,107.0,67.0,129.0,196.0,,,,,,,,,,,,
10000708,2129f259,Gemeindewerke Gundelfingen GmbH,Gemeindewerke Gundelfingen GmbH,20.0,120.0,140.0,20.0,150.0,170.0,,,,14.0,30.0,44.0,14.0,28.0,42.0,,,
10000710,49976619,KEW Kommunale Energie- und Wasserversorgung AG,KEW Kommunale Energie- und Wasserversorgung AG,23.0,90.0,113.0,60.0,128.0,188.0,,,,23.0,23.0,46.0,30.0,43.0,73.0,,,
10000712,a0b885de,Stadtwerke Dorfen GmbH,Stadtwerke Dorfen GmbH,,,,,,,,,,,,,,,,,,
10000716,4fc9913d,Stadtwerke Münchberg,Stadtwerke Münchberg,60.0,60.0,120.0,,,,,,,90.0,90.0,180.0,90.0,90.0,180.0,,,
10000717,f0fed8d7,Stadtwerke Pasewalk GmbH,Stadtwerke Pasewalk GmbH,19.0,8.0,27.0,,,,,,,19.0,8.0,27.0,,,,,,
10000719,4473ce84,Neubrandenburger Stadtwerke GmbH,Neubrandenburger Stadtwerke GmbH,35.0,110.0,145.0,50.0,160.0,210.0,,,,40.0,120.0,160.0,,,,,,
10000726,3f4b3150,Stadtwerke Waiblingen GmbH,Stadtwerke Waiblingen GmbH,1.0,1.0,2.0,2.0,2.0,4.0,,,,1.0,1.0,2.0,2.0,2.0,4.0,,,
10000729,60b5f98f,Stadtwerke Bad Saulgau,Stadtwerke Bad Saulgau,10.0,100.0,110.0,10.0,150.0,160.0,,,,5.0,35.0,40.0,,,,,,
10000731,b36f3f78,Schleswiger Stadtwerke GmbH,Schleswiger Stadtwerke GmbH,20.0,40.0,60.0,20.0,40.0,60.0,,,,10.0,15.0,25.0,30.0,30.0,60.0,,,
10000734,7e6c2496,Stadtwerke Deidesheim GmbH,Stadtwerke Deidesheim GmbH,3.0,3.0,6.0,,,,,,,3.0,3.0,6.0,,,,,,
10000736,5154960b,Stadtwerke Wasserburg a. Inn,Stadtwerke Wasserburg a. Inn,5.0,15.0,20.0,20.0,20.0,40.0,,,,5.0,5.0,10.0,30.0,30.0,60.0,,,
10000738,6c8091a2,Regionetz GmbH,Regionetz GmbH,1.0,14.0,15.0,55.0,71.0,126.0,,,,2.0,13.0,15.0,89.0,0.0,89.0,,,
10000742,dc4dfb01,Stadtwerke Bad Hersfeld GmbH,Stadtwerke Bad Hersfeld GmbH,10.0,90.0,100.0,90.0,360.0,450.0,,,,14.0,90.0,104.0,90.0,365.0,455.0,,,
10000744,012af0d4,Stadtwerke Quickborn GmbH,Stadtwerke Quickborn GmbH,5.0,5.0,10.0,10.0,90.0,100.0,,,,5.0,15.0,20.0,5.0,90.0,95.0,,,
10000752,a5650ab3,Stadtwerke Bad Reichenhall KU,Stadtwerke Bad Reichenhall KU,10.0,30.0,40.0,10.0,90.0,100.0,,,,10.0,10.0,20.0,90.0,90.0,180.0,,,
10000755,7e9c16d5,Stadtwerke Dachau,Stadtwerke Dachau Eigenbetr. d. Stadt Dachau,12.0,79.0,91.0,,,,,,,10.0,55.0,65.0,71.0,46.0,117.0,,,
10000761,d538b769,Stadtwerke Waldkirchen,Stadtwerke Waldkirchen,10.0,21.0,31.0,,,,,,,10.0,21.0,31.0,,,,,,
10000766,0a1a618b,e-werk Sachsenwald GmbH,e-werk Sachsenwald GmbH,5.0,10.0,15.0,10.0,60.0,70.0,,,,5.0,10.0,15.0,14.0,60.0,74.0,,,
10000768,6360904a,Gemeindewerke Münchweiler a.d. Rodalb AöR,Gemeindewerke Münchweiler a.d. Rodalb AöR,30.0,0.0,30.0,,,,,,,10.0,35.0,45.0,,,,,,
10000779,b5586616,Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG,Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG,,,,,,,,,,,,,,,,,,
10000782,18a15069,Elektrizitätsgenossenschaft Vogling & Angrenzer eG,Elektrizitätsgenossenschaft Vogling & Angrenzer eG,3.0,7.0,10.0,7.0,14.0,21.0,,,,3.0,7.0,10.0,7.0,14.0,21.0,,,
10000783,de76ee77,Stadtwerke Munster-Bispingen GmbH,Stadtwerke Munster-Bispingen GmbH,30.0,60.0,90.0,,,,,,,3.0,3.0,6.0,,,,,,
10000784,74b21199,Energieversorgung Gemünden GmbH,EVG Energieversorgung Gemünden GmbH,7.0,10.0,17.0,,,,,,,1.0,6.0,7.0,,,,,,
10000786,6bc88d62,Stadtwerke Gaggenau,Stadtwerke Gaggenau,12.0,21.0,33.0,49.0,300.0,349.0,,,,28.0,35.0,63.0,42.0,300.0,342.0,,,
10000791,ad848761,Stadtwerke Sangerhausen GmbH,Stadtwerke Sangerhausen GmbH,23.0,35.0,58.0,29.0,60.0,89.0,,,,100.0,,100.0,,,,,,
10000796,b679a044,Stadtwerke Velbert GmbH,Stadtwerke Velbert GmbH,10.0,1.0,11.0,14.0,1.0,15.0,,,,11.0,1.0,12.0,11.0,1.0,12.0,,,
10000799,20cdc2f5,Stadtwerke Zittau GmbH,Stadtwerke Zittau GmbH,30.0,28.0,58.0,,,,,,,1.0,1.0,2.0,25.0,25.0,50.0,,,
10000802,130d1788,MVE Eurokom Gesellschaft für Energie- u. Kommunikationsleistungen mbH,MVE eurokom Ges. für Energie- und Kommunikationsleistungen mbH,,,,,,,,,,,,,,,,,,
10000803,3a5aadc6,Stadtwerke Uelzen GmbH,Stadtwerke Uelzen GmbH,4.0,5.0,9.0,20.0,60.0,80.0,,,,3.0,5.0,8.0,20.0,60.0,80.0,,,
10000806,082a5a4f,Stadtwerke Wertheim GmbH,Stadtwerke Wertheim GmbH,8.0,30.0,38.0,30.0,180.0,210.0,,,,8.0,30.0,38.0,30.0,180.0,210.0,,,
10000808,53c52316,Stadtwerke Plattling,Stadtwerke Plattling,14.0,14.0,28.0,31.0,90.0,121.0,,,,5.0,6.0,11.0,15.0,15.0,30.0,,,
10000812,e9d48864,Cramer-Mühle KG,Cramer - Mühle GmbH & Co. KG,14.0,17.0,31.0,,,,,,,14.0,20.0,34.0,,,,,,
10000813,f9186f48,E-Werke Haniel Haimhausen OHG,E-Werke Haniel Haimhausen GmbH & Co. KG,2.0,28.0,30.0,,,,,,,2.0,28.0,30.0,,,,,,
10000814,8ceac1ae,Stadtwerke Stadtroda GmbH,Stadtwerke Stadtroda GmbH,,,,,,,,,,,,,,,,,,
10000816,c3c2a45d,Stadtwerke Stade GmbH,Stadtwerke Stade GmbH,25.0,83.0,108.0,,,,,,,18.0,28.0,46.0,28.0,48.0,76.0,,,
10000818,58b7d04e,Stadtwerke Zwiesel,Stadtwerke Zwiesel,30.0,30.0,60.0,,,,,,,10.0,10.0,20.0,10.0,10.0,20.0,,,
10000824,c3b66878,Stadtwerke Döbeln GmbH,Stadtwerke Döbeln GmbH,5.0,32.0,37.0,,,,,,,5.0,32.0,37.0,,,,,,
10000826,cbaec7e9,Stadtwerke Coesfeld GmbH,Stadtwerke Coesfeld GmbH,22.16,27.75,49.91,83.0,180.86,263.86,,,,,,,,,,,,
10000828,ece93264,Stadtwerke Heilsbronn,Stadtwerke Heilsbronn,,,,,,,,,,,,,,,,,,
10000831,0a298ad5,Stadtwerke Baden-Baden,Stadtwerke Baden-Baden,7.0,120.0,127.0,28.0,270.0,298.0,,,,7.0,42.0,49.0,21.0,180.0,201.0,,,
10000840,b34f5e3c,Stadtwerke Delitzsch GmbH,Stadtwerke Delitzsch GmbH,10.0,30.0,40.0,,,,,,,10.0,30.0,40.0,,,,,,
10000843,a6857aed,Netze BW GmbH,Netze BW GmbH,7.0,0.0,7.0,52.0,0.0,52.0,40.0,30.0,70.0,2.0,0.0,2.0,2.0,0.0,2.0,15.0,5.0,20.0
10000844,f9a00f9d,Stadtwerke Crailsheim GmbH,Stadtwerke Crailsheim GmbH,10.0,60.0,70.0,50.0,120.0,170.0,,,,10.0,60.0,70.0,30.0,120.0,150.0,,,
10000849,14b1c0b3,EHINGER ENERGIE GmbH & Co. KG,EHINGER ENERGIE GmbH & Co. KG,4.0,31.0,35.0,10.0,31.0,41.0,,,,4.0,31.0,35.0,10.0,31.0,41.0,,,
10000854,cc5b154a,Elektrizitätsgenossenschaft Ohlstadt e.G.,Elektrizitätsgenossenschaft Ohlstadt eG,20.0,40.0,60.0,20.0,40.0,60.0,,,,20.0,40.0,60.0,,,,,,
10000859,ffd0edb5,Stadtwerke Bernburg GmbH,Stadtwerke Bernburg GmbH,21.0,28.0,49.0,42.0,28.0,70.0,,,,21.0,56.0,77.0,42.0,56.0,98.0,,,
10000861,19d502fb,Netzgesellschaft Eisenberg mbH,Netzgesellschaft Eisenberg mbH,10.0,30.0,40.0,50.0,360.0,410.0,,,,,,,,,,,,
10000868,8694cada,Freiberger Stromversorgung GmbH,Freiberger Stromversorgung GmbH,1.0,0.0,1.0,140.0,182.0,322.0,,,,9.0,7.0,16.0,100.0,365.0,465.0,,,
10000871,3c4d872a,Stadtwerke Glückstadt GmbH,Stadtwerke Glückstadt GmbH,25.0,15.0,40.0,55.0,60.0,115.0,,,,20.0,20.0,40.0,,,,,,
10000873,9b662ae0,Stadtwerke Frankenthal GmbH,Stadtwerke Frankenthal GmbH,40.0,7.0,47.0,60.0,60.0,120.0,,,,30.0,7.0,37.0,30.0,180.0,210.0,,,
10000875,b145bc5e,Stadtwerke Hammelburg GmbH,Stadtwerke Hammelburg GmbH,15.0,30.0,45.0,,,,,,,10.0,15.0,25.0,,,,,,
10000878,49c0892e,Stadtwerke Oranienburg GmbH,Stadtwerke Oranienburg GmbH,16.0,60.0,76.0,,,,,,,16.0,77.0,93.0,,,,,,
10000879,ac2ac6d6,Stadtwerke Klingenberg Kommunalunternehmen AöR,Kommunalunternehmen Stadtwerke Klingenberg a.M. (AöR),5.0,0.0,5.0,,,,,,,5.0,0.0,5.0,,,,,,
10000880,b9a6b553,Stadtwerke Ludwigsfelde GmbH,Stadtwerke Ludwigsfelde GmbH,5.0,5.0,10.0,35.0,0.0,35.0,,,,7.0,30.0,37.0,90.0,360.0,450.0,,,
10000883,67baeb50,Stadtwerke Radolfzell GmbH,Stadtwerke Radolfzell GmbH,5.0,5.0,10.0,28.0,84.0,112.0,,,,5.0,5.0,10.0,14.0,26.0,40.0,,,
10000886,1be08023,Stadtwerke Ramstein-Miesenbach GmbH,Stadtwerke Ramstein-Miesenbach GmbH,18.0,21.0,39.0,0.0,90.0,90.0,,,,18.0,21.0,39.0,,,,,,
10000891,0b5e2b13,Stadtwerke Tirschenreuth,Stadtwerke Tirschenreuth,5.0,10.0,15.0,15.0,30.0,45.0,,,,5.0,10.0,15.0,,,,,,
10000892,12924e89,Stadtwerke Uslar GmbH,Stadtwerke Uslar GmbH,5.0,5.0,10.0,,,,,,,5.0,30.0,35.0,10.0,30.0,40.0,,,
10000900,b03acc59,Stadtwerke Flensburg GmbH,Stadtwerke Flensburg GmbH,,,,,,,,,,,,,,,,,,
10000902,1d7d19bc,Stadtwerke Quedlinburg GmbH,Stadtwerke Quedlinburg GmbH,30.0,120.0,150.0,30.0,0.0,30.0,,,,,,,,,,,,
10000905,a7b82935,Versorgungsbetriebe Hann. Münden GmbH,Versorgungsbetriebe Hann. Münden GmbH,7.0,21.0,28.0,14.0,28.0,42.0,,,,7.0,14.0,21.0,7.0,21.0,28.0,,,
10000908,d57371a5,Stadtwerke Itzehoe GmbH,Stadtwerke Itzehoe GmbH,25.0,15.0,40.0,55.0,60.0,115.0,,,,20.0,20.0,40.0,60.0,60.0,120.0,,,
10000910,e54ee84e,Kommunalunternehmen Gemeindewerke Stammbach AdöR,Kommunalunternehmen Gemeindewerke Stammbach AdöR Marktes Stammbach,21.0,90.0,111.0,,,,,,,30.0,90.0,120.0,,,,,,
10000913,2fbde327,Stadtwerke Ludwigslust-Grabow GmbH,Stadtwerke Ludwigslust-Grabow GmbH,15.0,10.0,25.0,,,,,,,15.0,10.0,25.0,,,,,,
10000917,c98b8a34,Stadtwerke Lingen GmbH,Stadtwerke Lingen GmbH,0.0,18.0,18.0,75.0,42.0,117.0,,,,10.0,85.0,95.0,,,,,,
10000920,f271f6aa,Stadtwerke Ilmenau GmbH,Stadtwerke Ilmenau GmbH,25.0,180.0,205.0,60.0,360.0,420.0,,,,20.0,160.0,180.0,50.0,340.0,390.0,,,
10000922,9ef7ef78,Stadtwerke Bad Neustadt a.d. Saale,Stadtwerke Bad Neustadt a. d. Saale,21.0,42.0,63.0,,,,,,,7.0,1.0,8.0,,,,,,
